wav_filename,wav_filesize,transcript 
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400093(158).wav,298540,en die was met zijne papa mee naar de bouw geweest en z'n mama was blijven werken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400757(066).wav,417068,als je dat wil laten doen vraag dat dan aan iemand na de uren ah ja maar ze denkt dat ze 't niet gaan doen in de garage
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400460(090).wav,289772,met dat verschil dat zij nooit niet overmatig uh dus eet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400775(050).wav,756140,ze zou daar eventueel ook willen een doctoraat in maken en uhm daar daar zijn verschillende motivaties voor en n daarvan is dat ze graag burgerschap zou krijgen in vaticaanstad
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400526(063).wav,706476,en uh aan tom vroeg ze h omdat die uit de wetenschappen uit de exacte wetenschappen hoe dat zijn ervaringen waren nu dat hij uh milieuwetenschappen gedaan allee ja een menswetenschappelijke richting
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400559(049).wav,318956,ja ge moet u daar echt aanzetten h awel nu heb ik puccini leren kennen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400729(008).wav,521772,zo dat dat die dan smoorverliefd op haar is en zo een goeie relatie en dan uiteindelijk kiest voor de dochter va uhm de vrouw van kennedy
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400232(006).wav,265836,is niet zo erg 'k had nog geen cadeautje gekocht
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400500(034).wav,276908,'k weet het niet een beetje werken zeker
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400746(109).wav,389932,ik heb het ergens genoteerd maar 't is een duitse firma die het gebouwd heeft daar uh de
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400789(106).wav,449452,en ge weet het systeem in amerika is dat de advocaat wordt alleen betaald als hij wint
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400507(028).wav,291884,pizza igor heeft gisteren pizza gegeten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400347(045).wav,274092,natuurlijk is mark d'r met dirk de laatste dag speciaal naartoe gereden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400685(102).wav,325356,ja ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400760(048).wav,353836,en uhm werden wij willekeurig gekozen en
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400548(026).wav,507692,en ze steekt zo van wal in 't nederlands en ze geeft zo ne helen uitleg over van alles allee ja beeldekes en en schilderijen en kamers en zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400251(003).wav,622508,kunt de gij heel 't spel afschieten lijk dat ge zegt en ja en van den andere kant mijn overtuiging is als ge dat echt wilt uitwerken h moeten me eigenlijk nog nen dag op stap
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400290(073).wav,361004,zijn daar ook richtingen ja toch alleen maar latijn of moderne
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400476(060).wav,392748,uh pff gedeeltelijk in de pabilo en dan zitten de ouderen ook nog op in het rombautsstraatje
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400371(067).wav,393708,in de keuken is 't een afschuwelijk schilderij waar dat wij zaten daarnaast die die vrouw vind ik ook echt lelijk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400756(047).wav,272044,maar koen was heel kwaad daarop en hij vindt ook dat z'n pastoor te racistisch is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400782(013).wav,558828,want het is de bedoeling dat dat kindje het uitlegt nadat uh een aantal volwassenen de verkeerde uitleg gaven
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400395(108).wav,281644,uh dus drie figuren de volkse figuren die spraken dialect
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400100(009).wav,291756,en ik heb gezegd dat wij van adres veranderd waren en dat dat waarschijnlijk nog op 't ouw adres is h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400313(006).wav,1300524,en die die patron van die onderneming een ingenieur die verbaast er zich over dat uitgerekend met agalev in de regering dat dat systeem van uh waterzuivering geen enkel steun krijgt van de overheid
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400381(003).wav,291568,ann is nu gaan kijken of het nog regent ja goh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400752(142).wav,396972,maar de gasten zijn dus om twaalf uur op hun slaapplaats vertrokken naar 't vliegveld en moesten eerst naar detroit vliegen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400099(067).wav,261740,zelfs nog een practisch-technische richting want dieje zet z'n eigen langs geen kanten in
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400771(019).wav,314860,'k heb eigenlijk niet zoveel goesting om naar de irish pub te gaan eigenlijk niet moet ge niet gaan h jong
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400442(009).wav,256684,dus heb ik dat ook nooit eigenlijk m'n best voor gedaan om dat te verbergen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400215(121).wav,336620,ja en dan uh ja dan zijn we nu waar we nu zijn zeker
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400530(047).wav,528684,uh ze had twee collega's met wie ze dus uh die hele grote groep want ze er waren toch honderd dertig stu uhm toeristen uh moesten begeleiden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400307(137).wav,465132,ik denk aan ziekenhuizen deden dat deden dat al langer uh petroleummaatschappijen de b-xxx de bp
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400778(042).wav,366060,die poolse meisjes waren blijkbaar nog op zoek achter bevoorrading of zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400788(034).wav,325100,oh nu op ons ingangsexamen zaten wij daar met honderd vijftig
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400614(057).wav,321196,en de tekst die erover scrolde was zoiets van uhm het is mijn schuld
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400323(070).wav,419372,uhm binnen een paar maanden in januari ga ik er weer naartoe met mijn leerlingen van het zevende jaar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400254(021).wav,372332,uh dus maar dat was een afscheidsplechtigheid die volledig uh samengesteld was door zijn vrouw
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400542(013).wav,274540,uh ah misschien wel naar poperinge toe alhoewel neen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400063(285).wav,322220,da 's ook uh als ge gaat jagen is d'r ook niks aan h nee
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400679(064).wav,597676,ik heb hem dan ook gezegd van uh je doet er uiteraard mee hij doet ermee wat ie wil maar h waarom laat je die figuren via die draden niet communiceren
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400181(123).wav,384428,kunt de gij de maandag thuis werken en den dinsdag en de vrijdag verlof pakken of niet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400771(003).wav,280108,'t was net zo een stuk dus dat was dan n of andere rijke amerikaan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400789(095).wav,289260,dokter huisarts man gij hebt mij daar niks van gezegd
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400291(020).wav,293416,nee da 's ook geen da 's ook geen gemakkelijk gerecht
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400181(170).wav,300204,nee dat weet ik maar enfin ja dat zien we dan nog wel
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400769(036).wav,349164,wadde zou je 't nog doen wat met ine ine is niet relatiebekwaam
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400673(085).wav,561260,maar die man speelt zoveel verschillende dingen dat dit dus waarschijnlijk een paar maand geleden was en hij had dat dus ja niet meer volop in zijn vingers
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400369(022).wav,354924,en ja met dat 'k in leuven zit wist ik het ook nog niet zeker maar en ie heeft gevraagd of dat ie mocht opbellen als 't nodig was
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400095(245).wav,399084,dus dat gaat maandag 't eerste zijn wat 'k ga doen de tickets boeken voor valencia
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400780(019).wav,285036,en hij vindt dat ze een beetje lang wachten om hem uit te nodigen voor een gesprek
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400675(071).wav,335724,ja uhu maar ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400230(132).wav,302188,en wat zal 't worden denk je awel dan gaan we dat uitschrijven
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400804(004).wav,588140,'k moet dat onthouden voor in 't najaar dat 'k witte narcissenbollen koop en dan plant in groepjes
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400533(043).wav,288236,en zo zijn we jaren geleden met de kinderen naar 't zuiden van frankrijk 'ns geweest
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400305(149).wav,465644,uhm maar toch eigenlijk als je dan zegt ja ik ben h tweenvijftig drienvijftig dat is voor hen oud
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400255(009).wav,293164,'t kan afremmend werken ze hebben altijd twee uit allee
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400397(003).wav,307436,ja omdat er zoveel personages in voorkomen ook zoveel verschillende plaatsen h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400097(217).wav,353644,maar dan desnoods beni breng 'k het binnen en babbelen we een uurke en dan ben ik terug weg h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400322(004).wav,360044,en wij hebben een ploeg met uhm het caf van ons ma laat ons zeggen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400251(066).wav,365804,groot probleem tweehonderd vijftig mensen mogen hier niet in de zaal 't stad van oudenaarde
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400061(009).wav,375788,volgend weekend is het in maaseik uh stap voor s stap voor stap denk ik
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400087(042).wav,336812,vrijdag uh was het heel laat en zaterdag was het heel vroeg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400487(140).wav,300396,i get the picture ja dat kan ik ook wel doen natuurlijk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400516(002).wav,341164,en uh we moeten nog specifieke informatie vinden over milieuzorgsystemen voor ziekenhuizen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400237(064).wav,431660,ge neemt u dan zo'n boek allee toch een beetje van van niveau maar welk bijvoorbeeld
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400762(082).wav,428780,maar dan paar maanden nadien en zeker een jaar nadien dan kondt de gij ne cd-writer kopen voor amper vijfduizend frank
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400396(048).wav,410412,dan eind augustus uh is er daar een belangrijke drugsvondst geweest ook
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400091(088).wav,267244,en eerst zeiden we van ja kom gewoon naar thuis of ik had een berichtje
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400803(014).wav,276588,want ik denk dat de minaretten die hier staan d'rbij horen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400629(117).wav,825132,want vanaf 't moment dat je dat weet ga je toch proberen om je eigen taalgebruik zodanig aan te passen dat 't niet alleen begrijpbaar is voor degenen die vlakbij zitten maar ook voor anderen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400230(153).wav,336236,'k had daar zo'n heel theoretisch ding rond uitgewerkt wat ik wel en waarom is 't afgeschoten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400315(013).wav,316652,dieje was meerderjarig die was zesentwintig jaar op dat moment
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400187(043).wav,639468,had je dat niet kunnen vragen ja maar maar 't ging zo snel uhm maar 'k zal 'k zal volgende week nog 'ns terugbellen om te om meer uitleg te vragen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400266(030).wav,448044,ofwel zijn er zodanig weinig keuzes zodanig weinig aanbod dat dat niet gaat ofwel is 't gewoon te duur of zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400611(035).wav,1275564,hij had dus honderdduizend frank provisie gekregen maar ondertussen had de tegenpartij die dat dus moest betalen uh dat uh procesverbaal gekregen waaruit bleek dat ie boven de drie promille zat en hij kreeg dus bericht dat uh hij dus niet verder vergoed werd omwille van zijn verre staat van dronkenschap
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400252(017).wav,548972,en als ze met het argument afkomen van uh maken onderscheid tussen de leerlingen dan ga 'k onmiddellijk naar het galabal refereren en zeggen wat doet men daar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400702(006).wav,318508,en in die week dat wij daar waren uh waren d'r maar achtentwintig
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400310(126).wav,301292,een vrouwenlichaam is mooier dan een mannenlichaam vind ik natuurlijk als man
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400426(128).wav,462956,van diejen kus in de nek weet de dat niet ja ja ja ja bij stephanie
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400183(211).wav,341036,enfin ze kreeg nen bos bloemen en dan was 't uh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400258(075).wav,408876,ja en dan kist is eventueel voil
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400285(012).wav,275564,dieje ziet bijvoorbeeld niet niet links of niet rechts n van de tweeje
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400458(079).wav,282156,ook omdat ik iedere keer als ik een artikel lees dan zeg hier seh bekijk dat eens in de krant
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400260(109).wav,330860,ja maar ja kan 'm ene krijgen via uw pa zijn werk lijk als 'k ik die gekregen heb
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400464(011).wav,343148,absoluut niet oubollig heel modern heel sober
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400743(015).wav,320300,en dan dacht ik aan mensen die die een enkelbreuk of zoiets hebben gehad
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400456(159).wav,412844,ah en rieken rieken och wij hebben die kinderen daar gewoon niet kunnen met met laten werken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400761(003).wav,347884,en dat was eigenlijk ook een jaarwerk en voor dat jaarwerk waren we dus met met zeven personen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400324(010).wav,402220,dus een massa oesters uh wat kreeften wat uh ja van alles in feite
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400069(309).wav,300844,maar omdat het bij hem blijkbaar zo moeizaam geneest wil kiest men voor die oplossing
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400192(004).wav,275692,en soms kan dat echt heel goeie resultaten hebben
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400499(020).wav,349804,en mag je direct terug naar huis waarschijnlijk oh stante pede
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400484(093).wav,293612,tuurlijk wij hebben nu ne golf veertienhonderd naft lpg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400549(007).wav,538604,oh da 's hatelijk dat staat er dan zo op of woorden of of allee ja dat ge zo een essay moet schrijven van zeshonderd vijftig woorden of azo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400382(124).wav,515116,allee ochtendjas met een k e 'k heb geen kleren aan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400647(032).wav,330412,en 'k zeg ja herhaling ah ja ja uh ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400552(073).wav,361196,'t was een negen da 's eigenlijk pech en met een tien was het er uh was ze er vanaf geweest
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400269(164).wav,349228,of gewoon zien van tiens hoe hoe denken mensen na uhm
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400485(019).wav,289708,niet altijd zo eenvoudig hoe die man dat uitlegt zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400610(039).wav,389356,en uh d'r waren nieuwe voorwerpen binnengekomen nieuwe aanwinsten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400720(031).wav,268524,en nu had ludo daarachter gevraagd en nu zijn die precies weer op hun tenen getrapt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400533(011).wav,270828,en zij waren uh verwoede fans van londen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400467(093).wav,274540,d'r is een keukentje en er zijn boven dus toiletten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400188(033).wav,444140,het kan ook helemaal iets anders zijn ook nu ja 't zal wel voorbijgaan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400618(083).wav,391532,en dat waren eigenlijk allemaal meisjes en die deden een herwerking van rosalie niemand van dat boek
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400700(133).wav,340332,ah maar zegt ie me gaan nu niet met den auto me gaan met de fiets dus we zijn met de fiets naar moorsele gereden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400069(320).wav,404332,en dan zou 'k ik uh wat eten komen cordineren en dan iedereen een stukje laten doen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400778(031).wav,330028,en daar moet hij dus uh vo naar bepaalde bureaus voor gaan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400463(036).wav,281516,dus het van bouwwerken 't is niet hetzelfde want geen enkel stad is hetzelfde
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400424(228).wav,308652,nog niet aan uw oma zuh ja ge zoudt 't ne keer aan uw oma moeten vragen of dat ze daar geweest zijn
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400181(147).wav,272684,en anders dan pak 'k gewoon voor gemakkelijk te zijn een week van juli en een week
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400764(061).wav,462188,en dan zegt die van wel den eerste student heeft een half uur de tijd om 't examen voor te bereiden en om negen uur begint die
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400364(045).wav,307244,h maar als je dat geld d'r ziet uitkomen zie je dat 't euro is h ah ja op die manier ja ja ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400679(096).wav,344940,uh tule uh bestaat echt als amerikaanse basis op groenland
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400077(013).wav,347820,ja nu pas op 'k vind 't een heel goeie directeur hoor maar hij was
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400350(002).wav,286380,alleen zij tweekes uh zou ze naar portugal willen trekken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400775(023).wav,366060,toen hebben de amerikanen en de britten uh de servirs aangevallen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400213(026).wav,421868,twee mmm da 's niet waar h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400092(240).wav,284588,en dan in een hotelletje kunt ge allicht samen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400655(035).wav,473132,ah ja dien auto is gevonden uhm maar we zijn nog aan 't onderzoeken wat dat het eigenlijk zou kunnen zijn
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400366(002).wav,531756,terwijl als je als je nu moet studeren als je 's avonds ne keer vrijaf neemt zit je nog altijd met dat vooruitzicht van die examen in uw hoofd en
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400218(064).wav,335468,mij was dat geleden van isabelle daar heb ik nog 'ns frans tegen gepraat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400218(184).wav,302956,ik waarschijnlijk nog minimum twee jaar en dan zullen we wel zien
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400785(084).wav,331052,a ook haar autosleutels gevonden de wagen stond voor de deur geparkeerd
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400254(031).wav,708844,dus heel de santenboetiek van al de acteurs die hij daar destijds met klank buitengezwierd heeft die stonden daar ook allemaal in groot ornaat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400283(075).wav,359788,omdat er geen bossen zijn maar ja 't is er eigenlijk nergens zo goed als 't slecht weer is h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400604(074).wav,976940,de voorstelling 't concert zelf k wordt betaald met die uh cultuur-uh-waardebon en de bus wordt gedaan door de filharmonische vereniging van brussel in samenwerking met klassiek voor klasse
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400215(114).wav,717932,dat dat bij veel bedrijven van de beaulieu-groep voorkwam dat ze dus middelen van de overheid wegtrokken en naar uh luxemburg of andere paradijzen wegstor weg-uh-zuiverden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400366(026).wav,309804,omdat je 't moet kennen en dat je moet weten hoe dat 't allemaal maar ge gaat gij nu niet meer zonder werk vallen ook h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400724(006).wav,259948,het licht vormt vlekken op de muren en op de vloer van de kelder
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400667(047).wav,273196,ja uiteindelijk heeft niemand gekocht natuurlijk h maar ah zo ging dat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400741(020).wav,330220,het is n van de meest geslaagde recuperatiegebouwen die ik ooit in m'n leven gezien heb
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400493(003).wav,398892,en toen hebben ze an ja bijgelegd voor uh ja zo goed als bijna alles van duvel te kopen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400100(071).wav,279468,en enen dag heb ik nog administratie te doen en dan moet ik nog ne kleinen testen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400513(009).wav,508780,weet je 't niet mm-hu uhm misschien uh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400316(063).wav,320684,zal niet zo rap meegenomen worden meer moeten ze te veel meeslepen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400067(042).wav,358316,mmm zoudt ge uh immens geweldig vinden als we in kortessem moeten gaan wonen
