wav_filename,wav_filesize,transcript 
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008235(104).wav,93038,nee dus uh misschien kan ik dan de stad even bekijken of zo vind 'k ook wel leuk ja schijnt niet veel aan te zijn
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008057(061).wav,71132,ja dat denk ik ook ja dat is uh nou en die man die 't gedaan heeft die leeft nog
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701126(031).wav,66524,in samenwerking met vele anderen wij werken momenteel heel kleinschalig
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008374(006).wav,94172,ja nou gaat vertel ik uh nou had ik gister al last van uh last van m'n rug
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008375(019).wav,86860,oh leuk oh ja daar had je die uh knipcursus h ja of cursus tentoonstelling
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700037(022).wav,138924,ik weet niet of dat zij daar goed vo is is zij de persoon die 't overleg nt2 sint-niklaas leidt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006849(083).wav,139724,ja nee ja dat is op zich ook best wel veel of zo maar dat g dat gaat bij mij iedere keer wel schoon op ongeveer
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006822(021).wav,140492,hij is dan wel even afgebakken maar eigenlijk is ie nog niet klaar net zoals dat stokbrood zeg maar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901165(079).wav,71516,dus ik vrees dat ik het allemaal nog eens moet met dieje mens doornemen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901032(001).wav,94124,ja we zijn bezig maar want uh xxx uh anna had twee keer opgepakt en daarna neergelegd
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700038(024).wav,223084,zeg maar ga je zeker uhm de vraag stellen aan 't vvsg daar dat dat waar dat de verdere opvolging gebeurt van uhm
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700014(034).wav,247916,mmm en uh nu uhm hadden we dan gezegd h xxx ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008246(057).wav,116396,dat snap je wel je weet hoe 't werkt ja nou ik bedoel 't is voor een andere voor voor die academici is 't een publicatie
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006779(011).wav,257644,ja nou ja misschien heb je geluk gehad maar ja xxx dat we dat weet ik toch niet nee maar je hebt wel geluk want als die bouten a als ze net alle vier tegelijk ze
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008311(091).wav,76220,mm-hu nou ja en uiteindelijk wij die man wijsmaken zo van joh laat nou maar gewoon zitten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008370(022).wav,76060,alleen uh ja ja thijs die is een beetje vervelend
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008305(054).wav,91916,'s morgens ja en hier staat wel maandag van zeven tot twaalf
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008174(107).wav,103052,wat dan dus uh bijvoorbeeld de nederlande munt uh n van de eerst genoemde was
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006844(027).wav,209868,en hij is uh gaan liggen en uh ik zei uh want hij had van de week een keer gezegd uh van ik wil best wel een keer frietje eten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700112(057).wav,200364,dat al ten eerste en uh ten tweede als het regent dachten wij van het speelgoedmuseum
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008031(051).wav,69836,mm-hu die uh die heb ik al wel af of zo goed als af
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701042(005).wav,73004,ah ja uhm ja want die gingen uhm die hebben daarnet de camion gaan laden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700029(020).wav,178700,ja dienen dinge dienen box ga 'k ik hem morgen een beetje wegdoen peis 'k
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701172(024).wav,84942,uh omdat uh niet goed gaat in de sector en heeft hij z'n camionette al verkocht
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006919(014).wav,191244,echt niet ook niet een beetje dat jij jaloers bent op ralf ja gek h heb je wel 'ns naar je geke naar jezelf gekeken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008165(013).wav,146908,die uh findhammer ja en uh hij zoekt gewoon iets om uh om kritiek te hebben
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008252(010).wav,193788,maar dat er uh in 't kader van relatie-uh-management uhm nu eerst zo'n stuk of tien relatiemanagers zouden worden aangesteld
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701023(115).wav,109788,voor de pruik of zo toch niet nee dat was voor uh wat dat we gekregen hebben voor uh van stef
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700008(025).wav,212524,ah ja want die die ik wist dat er vrijspraak was want die vrijspraak is bruikbaar in proces van koen kris en de rest h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901172(069).wav,64156,'t zal allemaal xxx goed komen h denk je 't denk het echt hoor
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701103(084).wav,77740,want 't is zo van als je dat doet en dat niet of dat en dat en ach
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700198(102).wav,156140,ja ja en nu ga ik s rap starten aan de zilverenberg h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006987(028).wav,139468,zo van uh zei nou zullen we in 't kantoor gaan zitten of zullen we hier gaan zitten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700027(036).wav,133484,ja 'k weet het nog niet hoe dat 'k het allemaal ga doen oh tijd brengt raad
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701023(061).wav,67724,ik zou ze wel ne keer willen bellen vandaag eigenlijk want da 's ook lang geleden dat 'k die nog eens gesproken heb ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700178(001).wav,166316,en toen hoorde ik uw pa ik zeg shit shit da 's niet erg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901164(042).wav,124684,mmm en daar waren voor duizend frank jetons bij maar een soort dat ge niet gewoon kon inwisselen voor geld
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006778(009).wav,138764,ja en uh uh twee spaken van de buurman mmm
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006920(085).wav,180460,over een maand is het al kermis oh ja kicken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701245(012).wav,83740,en dan zondagmorgen zijn we wel al een paar keren nu allee bijna elke zondag denk ik
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006953(035).wav,200556,oh ja dat gaat met ros oh nou ja goed ah 't zijn een beetje ja hoe moet 'k 't zeggen een beetje domme artikelen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008246(035).wav,95996,d'r is niet zoveel ruimte buiten nee maar ook uh ja v drie of vier ton of zo in euro's
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006816(056).wav,171564,maar dan fietst ie d'r zo voorbij ja terwijl ie d'r al uh al negen weken loopt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008305(027).wav,73180,dat denk ik wel h en ik hoop dat we zondag overdag uh dan wegrijden ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008276(086).wav,67932,oh zondag kom jij 'm zaterdag halen ja oh ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008036(092).wav,97452,maar uhm ja d'r zijn ook nog genoeg kinderen die op dit moment nog uh nog steeds in in zo'n positie zitten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700021(087).wav,135628,en ik dacht om kwart na negen ben ik d'rvan af want dat duurde maar acht minuten ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006754(003).wav,364780,oh want vorige week heb ik 'm dus met chatten even geholpen met z'n huiswerk en uhm ja gewoon alle opties die hij dus al zei dat was echt gewoon best goed maar in de keuken dan praat ie dus gewoon alleen maar engels
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008063(105).wav,68812,en en een hele hoop andere dingen niet nee dus uh ja dat is beperkend ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700195(037).wav,267724,een mens mag niet te veel klagen h nee nee maar 't n uhm gaat vooruit een daarvoor moet de een heleboel oprommelen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008291(045).wav,87212,en dan uh dan gaan we 't zaakje weer opbouwen yes en hoe was 't gisteren bij lenie
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008370(001).wav,103884,ben je nog op tijd weggekomen ja oh is netjes ik heb al heel veel goeie dingen gedaan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700096(017).wav,384044,ah ja ja ja hei maar ik ooit ne keer vijf minuten gezien van dat programma dat is zeg ik denk dat die gans 't budget van de vrt opsouperen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008249(066).wav,126972,'k had 't laatst uitgerekend 'k geloof dat 'k op negenduizend gulden uh zit uhm ja voor voor zes en dezelfde artikelen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008216(022).wav,81724,maar 't grappige is dat hele bekende carnavalsschlagers natuurlijk ook vaak door uh niet-limburgse artiesten werden gezongen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006943(009).wav,143628,ja maar w morgen toch ook wanneer ja morgen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701293(024).wav,149548,ik had het haar niet laten weten maar ik had zelfs nog geen uitnodiging gekregen xxx john zei via via zo van ge kunt uh xxx komt ge naar het feestje van cleo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008275(060).wav,125596,en uh uh uh en als ie uh niet goed afgesloten is dan gooit ie 'm d'r automatisch uh zeg maar op
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006957(016).wav,241004,'t is ook echt een hoop hoop g lucht echt gewoon ja nou ja goed dat zie je toch ook bij zo'n stedencordinatorenoverleg hoe was dat trouwens uh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701096(094).wav,97964,ja ah zo ja en nu bij wijze van test ggg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008146(094).wav,84620,maar papa ja frans heeft uh twee dochters en een zoon oh drie kinderen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006754(030).wav,240908,ja op z misschien valt dat nog wel mee als zij gewoon gaat trainen maar een sollicitatiegesprek met haar lijkt me echt belachelijk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008342(010).wav,66412,dan uh proberen wij dus even mee te kijken als ze daar de grond in gaan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006801(047).wav,177196,oh dus nou gaat ze vijf halve dagen van 's morgens half acht tot uh half n werken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901126(029).wav,141436,ik organiseer met luk dus is dat aan ons van een spel te doen maar ik denk niet dat koen en marianne daar iets tegen hebben van daar met mee te werken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006827(023).wav,151884,zat ik weer gepikeerd weet je wel maar dat is een oude koe en die haal ik niet uit de sloot ieder geval
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006800(031).wav,171852,ik kende 'm eigenlijk helemaal niet 'k had echt uh heel weinig nog maar van uh gehoord zeg maar op uh de computer
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006780(033).wav,170636,dus je hebt ook weer een beetje ja je spieren komen een beetje los ja ja dus dat gaat ie nog een paar keer doen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008375(003).wav,78780,toen werden we d'r uh moesten we d'r allemaal uit laat 'k 't zo zeggen iedereen had een knapzak bij zich
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006846(056).wav,149516,ja wat is papierwerk h kijk hun hadden op zich uh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008147(050).wav,77516,mm-hu want dan kan je gewoon even op die internetsite van uh lowepro kijken of 't 't goeie type is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006932(063).wav,294476,bij uh theo en annemiek en uh zondag bij een vriend van tom in nijmegen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901186(073).wav,66124,ah ja daarmee mm-hu hm
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008187(010).wav,83820,ja en nou hebben ze een foto gemaakt dat ik dus helemaal de de streep ben gepasseerd
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701206(077).wav,73740,hoe is dat nu mogelijk maar 'k heb toch een keer een zak meegepakt met lakens in
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700014(003).wav,194924,ja en uh morgen moet ze nog ge daren dunne darm laten onderzoeken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008260(013).wav,107548,dus uhm ggg viel wel mee en die wedstrijd op zich uh ja een uur voor de start en weet ik wat allemaal xxx natuurlijk niks
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008304(002).wav,112364,een enkele keer uh ja gebeurt 't nog wel 'ns maar wij hebben daar geen uh ge geen geen tijd meer voor over om weer veel dingen te investeren
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008141(082).wav,64700,en dan heb je nog tdii en die heeft honderd vijfenvijftig pk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700016(063).wav,182604,en uhm en uh ja als 't daar nog iets uitkomt gaan ze mij wel opbellen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn007010(023).wav,131244,ggg ja da 's niet goed leo h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008035(106).wav,99996,en ah dat vind 'k op zich helemaal niet erg maar en hij mag best in de oppositie in de kamer komen dat ie dat ie lekker de boel door mekaar kan blijven schudden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008326(003).wav,77932,hoe uh hoe is 't bij ferial geweest goed ja was iedereen thuis
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700140(084).wav,276556,'t is een beetje afwachten uhu maar dat is goed h ja ja zolang dat 'k daar bezig ben en zolang dat 'k mijn geld krijg en ggg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700180(103).wav,233292,xxx 'k weet niet hoeveel xxx te betalen mm-hu dan kom ik uh seffens effe tot bij u h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700118(052).wav,284300,xxx nu die heeft de schepen in een een brief aangekondigd dat dat uh die barometer zou geactualiseerd worden dit jaar nog
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008077(071).wav,79404,wel zaterdag nog zitten kijken voor een groot deel niet de tweede helft trouwens naar de de engelse cup final
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006732(026).wav,142444,niks xxx en we zijn nu nog even een we hadden gisteravond nog een film gehaald en die gaan we dan nu kijken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701094(040).wav,67724,hoe geraakt die trein dan van hier tot in amerika per boot
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901195(026).wav,70060,ja dat wel maar ik help iedereen en eigenlijk kan iedereen wel voort ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900226(048).wav,139436,mm-hu mm-hu ja ge moet elke dag uh een beetje mee bezig zijn h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006933(011).wav,201004,en weet je ik denk ja maar jij gaat 't bed uit want 't was een koud huis hoor oh foei wat was 't koud
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006842(012).wav,177164,wat ggg ja hoe komt dat dan nou ik liep toch overspannen thuis en dat loop ik dus toch nog
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008334(004).wav,108764,ja mooie preek ook h ja mensen deden 't allebei uh best wel uh goed h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700015(008).wav,184364,ja en uh dan zijn ze wel verschoten en heeft mijnen baas mij op de zaterdag uitgenodigd bij haar thuis
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700114(012).wav,188204,uhm dan n stuk gember van twee centimeter
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701286(090).wav,124572,die is drientachtig centimeter en een half en dat is eigenlijk wel echt groot ja ja dat is eigenlijk ja allee voor een meisje is dat serieus boven het gemiddelde
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901102(020).wav,74076,maar ja met uw lief kunt ge wel beuken h 't is dat ggg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901016(071).wav,70076,dus ge kunt vanmiddag wel nog ja tot tot en met vandaag
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008304(010).wav,75148,of dat u veel drinkt ja dat doe ik wel maar toch ook weer niet zo veel dat ik denk m'n stembanden gaan eraan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008168(071).wav,68716,'k heb ook nog een tasje voor bibi met een uh een blocnoteje en een pen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701053(059).wav,86284,hoe was 't eigenlijk bij uh fien en lucas en emile ja 't was goed laura was daar h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008094(064).wav,71020,maar dat eten zou om n uur zijn en we waren d'r om twintig over elf
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006955(059).wav,165836,nou ik bedoel uh zeventien juli uh moet 't wel moet ik wel zeker weten dat 't rond is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006891(004).wav,155756,nee maar volgens mij heeft ie niks uh gezegd ook tegen jannes ook niet oh ok
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900205(015).wav,218892,ja ja ja awel mijne baas die zei juist 'tzelfde
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008193(033).wav,97836,ja ja en dat is veel smaller en zo ja ja dus en iemand moet wel precies die ouwe maten aanhouden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701051(024).wav,96844,ah ja zo ja daar kunt de altijd heen h allee dat kunt de dan uh opbergen h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701151(018).wav,76524,uhu en dan kwam die aan zeshonderd vijftig of zoiets
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701046(067).wav,73964,en hij zegt ge moet gewoon kiezen welk van de twee dat ge wilt en in principe maakt dat geen verschil
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701053(079).wav,67724,mm-hu ja goed weer h vandaag
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900079(002).wav,154252,ja en uh maar 'k zeg 'k zal 't toch maar toelaten want uh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901016(031).wav,95164,'k dacht dat gij goesting had om te werken dus ja dat bibliotheekdingske wil ik wel doen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008138(039).wav,77212,zo met uh met zo'n blik van zal wel niet h en ja ik heb uh ik heb er vijf
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008332(051).wav,90908,nou zeg oh uh dacht uh daarnet zei je nog heel iets anders oh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901051(053).wav,153804,als ik mij niet vergis dan heeft uh pa die vroeger eerst nog bij elkaar gezet apart heel dicht bij elkaar en ik denk met veel uh water en ook wat meststof
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006843(047).wav,314604,ja ik weet nog dat uh uh hoe heet 't uh uh glenn van mira die uhm die kon niet wachten om 't cadeautje te geven had ie 't eerder gegeven
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008110(066).wav,68940,oh ja want wij gaan een keer een weekend weg want gaan we een weekend naar valkenburg waarschijnlijk oh wat lachen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700021(064).wav,363884,uh ggg ze oogde zeer aangenaam nog d'rbij dus dat was nog dat d'rbij uh ggg ze was zeer vlot in in welbespraakt en al wat ge wilt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008313(015).wav,75644,ja en uhm die had toen tegen marijke gezegd van joh kom je naar m'n feest toe
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008215(057).wav,88972,eigenlijk wil je nog een achterdeurtje hebben maar 't is veel beter om een definitieve keus te maken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006823(053).wav,133068,dat moet ik dan later van morien horen en op zich smulde morien wel van de roddels eigenlijk hu
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006787(028).wav,179340,ja nou en ggg zeg maar die die papierfabrieken en xxx worden steeds groter
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700148(028).wav,141996,ja een beetje ja maar ja ik zijn hier zo wat in kutsituatie teruggekomen weet de
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008090(036).wav,75516,maar en zei ze nou ja volgens mij niet weet je wel mm-hu ok
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006812(058).wav,144844,een helm ja doet ie die wel op denk je ja hij zal wel moeten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006795(057).wav,181164,ja waar was je dan eigenlijk naartoe geweest als je 't tot zeven uur uh uithoudt ja we gingen naar ons eigen kroegje
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006897(008).wav,128140,ik weet niet hoe ik daar mee moet lopen omdat ik dus constant tintelingen in m'n been heb
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008096(014).wav,74076,ja ja zullen we anders gewoon de zevende prikken is goed
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006932(053).wav,144140,naar rhuler tuinen zeg 'k dat goed rhulenhof
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700042(067).wav,188204,'t zit 't is natuurlijk nu xxx xxx xxx want ze hebben veel te laat iemand aangenomen h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006912(042).wav,173292,ah is een mooie route hoor schaasbergen da 's d door de veluwe toch of niet nee schaasbergen daar hebben we gegeten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008184(105).wav,71180,ja maar ja je bent nog maar tachtig dus ik bedoel h ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006843(001).wav,133964,effe avondeet twee m twee minuten later ko ligt 't alweer w in de in de riool
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006941(001).wav,160588,ok hoe uh grappig want dido was hier net 'ns een nachtje geweest
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700177(065).wav,146188,ik weet niet wat dat dat is ja zo'n zo'n cd'ke
